0,1,2
9606.ENSP00000324173,"Antihemophilic factor, human recombinant",ProteinDrug
9606.ENSP00000320866,"Antihemophilic factor, human recombinant",ProteinDrug
9606.ENSP00000247461,"Antihemophilic factor, human recombinant",ProteinDrug
9606.ENSP00000251047,"Antihemophilic factor, human recombinant",ProteinDrug
9606.ENSP00000243077,"Antihemophilic factor, human recombinant",ProteinDrug
9606.ENSP00000386651,"Antihemophilic factor, human recombinant",ProteinDrug
9606.ENSP00000386380,Anakinra,ProteinDrug
9606.ENSP00000358165,Human immunoglobulin G,ProteinDrug
9606.ENSP00000271450,Human immunoglobulin G,ProteinDrug
9606.ENSP00000351497,Human immunoglobulin G,ProteinDrug
9606.ENSP00000356946,Human immunoglobulin G,ProteinDrug
9606.ENSP00000433642,Human immunoglobulin G,ProteinDrug
9606.ENSP00000245907,Human immunoglobulin G,ProteinDrug
9606.ENSP00000396688,Human immunoglobulin G,ProteinDrug
9606.ENSP00000415941,Human immunoglobulin G,ProteinDrug
9606.ENSP00000223642,Human immunoglobulin G,ProteinDrug
9606.ENSP00000308938,Anistreplase,ProteinDrug
9606.ENSP00000498441,Anistreplase,ProteinDrug
9606.ENSP00000223095,Anistreplase,ProteinDrug
9606.ENSP00000303830,Insulin human,ProteinDrug
9606.ENSP00000497069,Insulin human,ProteinDrug
9606.ENSP00000386104,Insulin human,ProteinDrug
9606.ENSP00000496870,Insulin human,ProteinDrug
9606.ENSP00000295666,Insulin human,ProteinDrug
9606.ENSP00000308938,Tenecteplase,ProteinDrug
9606.ENSP00000384708,Menotropins,ProteinDrug
9606.ENSP00000294954,Menotropins,ProteinDrug
9606.ENSP00000356713,Interferon gamma-1b,ProteinDrug
9606.ENSP00000371425,Interferon gamma-1b,ProteinDrug
9606.ENSP00000270139,Interferon alfa-2a,ProteinDrug
9606.ENSP00000343957,Interferon alfa-2a,ProteinDrug
9606.ENSP00000324270,Desmopressin,ProteinDrug
9606.ENSP00000496396,Desmopressin,ProteinDrug
9606.ENSP00000299178,Desmopressin,ProteinDrug
9606.ENSP00000356094,Desmopressin,ProteinDrug
9606.ENSP00000364709,Coagulation factor VIIa Recombinant Human,ProteinDrug
9606.ENSP00000334145,Coagulation factor VIIa Recombinant Human,ProteinDrug
9606.ENSP00000450565,Oprelvekin,ProteinDrug
9606.ENSP00000410294,Palifermin,ProteinDrug
9606.ENSP00000393312,Palifermin,ProteinDrug
9606.ENSP00000363827,Palifermin,ProteinDrug
9606.ENSP00000383558,Glucagon,ProteinDrug
9606.ENSP00000362353,Glucagon,ProteinDrug
9606.ENSP00000216223,Aldesleukin,ProteinDrug
9606.ENSP00000369293,Aldesleukin,ProteinDrug
9606.ENSP00000363318,Aldesleukin,ProteinDrug
9606.ENSP00000418572,Botulinum toxin type B,ProteinDrug
9606.ENSP00000379602,Botulinum toxin type B,ProteinDrug
9606.ENSP00000294954,Lutropin alfa,ProteinDrug
9606.ENSP00000260010,Lyme disease vaccine (recombinant OspA),ProteinDrug
9606.ENSP00000303830,Insulin lispro,ProteinDrug
9606.ENSP00000497069,Insulin lispro,ProteinDrug
9606.ENSP00000303830,Insulin glargine,ProteinDrug
9606.ENSP00000497069,Insulin glargine,ProteinDrug
9606.ENSP00000225964,Collagenase clostridium histolyticum,ProteinDrug
9606.ENSP00000369889,Collagenase clostridium histolyticum,ProteinDrug
9606.ENSP00000304408,Collagenase clostridium histolyticum,ProteinDrug
9606.ENSP00000226413,Cetrorelix,ProteinDrug
9606.ENSP00000294954,Cetrorelix,ProteinDrug
9606.ENSP00000398698,Adalimumab,ProteinDrug
9606.ENSP00000483403,Somatotropin,ProteinDrug
9606.ENSP00000482954,Somatotropin,ProteinDrug
9606.ENSP00000452786,Abciximab,ProteinDrug
9606.ENSP00000262407,Abciximab,ProteinDrug
9606.ENSP00000271450,Abciximab,ProteinDrug
9606.ENSP00000351497,Abciximab,ProteinDrug
9606.ENSP00000226218,Abciximab,ProteinDrug
9606.ENSP00000353393,Drotrecogin alfa,ProteinDrug
9606.ENSP00000356771,Drotrecogin alfa,ProteinDrug
9606.ENSP00000223095,Drotrecogin alfa,ProteinDrug
9606.ENSP00000366307,Drotrecogin alfa,ProteinDrug
9606.ENSP00000377783,Drotrecogin alfa,ProteinDrug
9606.ENSP00000308541,Drotrecogin alfa,ProteinDrug
9606.ENSP00000296029,Drotrecogin alfa,ProteinDrug
9606.ENSP00000333203,Drotrecogin alfa,ProteinDrug
9606.ENSP00000216968,Drotrecogin alfa,ProteinDrug
9606.ENSP00000262262,Gemtuzumab ozogamicin,ProteinDrug
9606.ENSP00000433642,Gemtuzumab ozogamicin,ProteinDrug
9606.ENSP00000356946,Gemtuzumab ozogamicin,ProteinDrug
9606.ENSP00000358165,Gemtuzumab ozogamicin,ProteinDrug
9606.ENSP00000466090,Alpha-1-proteinase inhibitor,ProteinDrug
9606.ENSP00000270139,Interferon beta-1a,ProteinDrug
9606.ENSP00000343957,Interferon beta-1a,ProteinDrug
9606.ENSP00000376345,Pegademase,ProteinDrug
9606.ENSP00000452786,Eptifibatide,ProteinDrug
9606.ENSP00000262407,Eptifibatide,ProteinDrug
9606.ENSP00000360423,Eptifibatide,ProteinDrug
9606.ENSP00000398698,Infliximab,ProteinDrug
9606.ENSP00000384708,Follitropin,ProteinDrug
9606.ENSP00000496396,Vasopressin,ProteinDrug
9606.ENSP00000299178,Vasopressin,ProteinDrug
9606.ENSP00000356094,Vasopressin,ProteinDrug
9606.ENSP00000324270,Vasopressin,ProteinDrug
9606.ENSP00000270139,Interferon beta-1b,ProteinDrug
9606.ENSP00000343957,Interferon beta-1b,ProteinDrug
9606.ENSP00000270139,Interferon alfacon-1,ProteinDrug
9606.ENSP00000343957,Interferon alfacon-1,ProteinDrug
9606.ENSP00000221930,Hyaluronidase (ovine),ProteinDrug
9606.ENSP00000303830,Insulin pork,ProteinDrug
9606.ENSP00000497069,Insulin pork,ProteinDrug
9606.ENSP00000269571,Trastuzumab,ProteinDrug
9606.ENSP00000433277,Rituximab,ProteinDrug
9606.ENSP00000369293,Basiliximab,ProteinDrug
9606.ENSP00000216223,Basiliximab,ProteinDrug
9606.ENSP00000300692,Muromonab,ProteinDrug
9606.ENSP00000354566,Muromonab,ProteinDrug
9606.ENSP00000431445,Muromonab,ProteinDrug
9606.ENSP00000354782,Muromonab,ProteinDrug
9606.ENSP00000433642,Muromonab,ProteinDrug
9606.ENSP00000433277,Ibritumomab tiuxetan,ProteinDrug
9606.ENSP00000433277,Tositumomab,ProteinDrug
9606.ENSP00000351497,Tositumomab,ProteinDrug
9606.ENSP00000483403,Pegvisomant,ProteinDrug
9606.ENSP00000254976,Botulinum toxin type A,ProteinDrug
9606.ENSP00000272233,Botulinum toxin type A,ProteinDrug
9606.ENSP00000308938,Streptokinase,ProteinDrug
9606.ENSP00000321326,Streptokinase,ProteinDrug
9606.ENSP00000433642,Alemtuzumab,ProteinDrug
9606.ENSP00000356946,Alemtuzumab,ProteinDrug
9606.ENSP00000358165,Alemtuzumab,ProteinDrug
9606.ENSP00000271450,Alemtuzumab,ProteinDrug
9606.ENSP00000351497,Alemtuzumab,ProteinDrug
9606.ENSP00000256999,Capromab pendetide,ProteinDrug
9606.ENSP00000297156,Cyclosporine,ProteinDrug
9606.ENSP00000378323,Cyclosporine,ProteinDrug
9606.ENSP00000419425,Cyclosporine,ProteinDrug
9606.ENSP00000225174,Cyclosporine,ProteinDrug
9606.ENSP00000358490,Alefacept,ProteinDrug
9606.ENSP00000356946,Alefacept,ProteinDrug
9606.ENSP00000433642,Alefacept,ProteinDrug
9606.ENSP00000299178,Felypressin,ProteinDrug
9606.ENSP00000384708,Urofollitropin,ProteinDrug
9606.ENSP00000454623,Efalizumab,ProteinDrug
9606.ENSP00000349252,Efalizumab,ProteinDrug
9606.ENSP00000384708,Choriogonadotropin alfa,ProteinDrug
9606.ENSP00000294954,Choriogonadotropin alfa,ProteinDrug
9606.ENSP00000349252,Antithymocyte immunoglobulin (rabbit),ProteinDrug
9606.ENSP00000332049,Antithymocyte immunoglobulin (rabbit),ProteinDrug
9606.ENSP00000351497,Antithymocyte immunoglobulin (rabbit),ProteinDrug
9606.ENSP00000011653,Antithymocyte immunoglobulin (rabbit),ProteinDrug
9606.ENSP00000379350,Antithymocyte immunoglobulin (rabbit),ProteinDrug
9606.ENSP00000261023,Antithymocyte immunoglobulin (rabbit),ProteinDrug
9606.ENSP00000452786,Antithymocyte immunoglobulin (rabbit),ProteinDrug
9606.ENSP00000362195,Filgrastim,ProteinDrug
9606.ENSP00000364709,Coagulation Factor IX (Recombinant),ProteinDrug
9606.ENSP00000384957,Coagulation Factor IX (Recombinant),ProteinDrug
9606.ENSP00000364731,Coagulation Factor IX (Recombinant),ProteinDrug
9606.ENSP00000353393,Coagulation Factor IX (Recombinant),ProteinDrug
9606.ENSP00000308541,Coagulation Factor IX (Recombinant),ProteinDrug
9606.ENSP00000243077,Coagulation Factor IX (Recombinant),ProteinDrug
9606.ENSP00000233838,Coagulation Factor IX (Recombinant),ProteinDrug
9606.ENSP00000261799,Becaplermin,ProteinDrug
9606.ENSP00000257290,Becaplermin,ProteinDrug
9606.ENSP00000323929,Becaplermin,ProteinDrug
9606.ENSP00000350198,Octreotide,ProteinDrug
9606.ENSP00000343957,Interferon alfa-2b,ProteinDrug
9606.ENSP00000369554,Interferon alfa-2b,ProteinDrug
9606.ENSP00000270139,Interferon alfa-2b,ProteinDrug
9606.ENSP00000226413,Abarelix,ProteinDrug
9606.ENSP00000324270,Oxytocin,ProteinDrug
9606.ENSP00000356094,Oxytocin,ProteinDrug
9606.ENSP00000496396,Oxytocin,ProteinDrug
9606.ENSP00000299178,Oxytocin,ProteinDrug
9606.ENSP00000380227,Natalizumab,ProteinDrug
9606.ENSP00000433642,Natalizumab,ProteinDrug
9606.ENSP00000358165,Natalizumab,ProteinDrug
9606.ENSP00000264832,Natalizumab,ProteinDrug
9606.ENSP00000433642,Palivizumab,ProteinDrug
9606.ENSP00000444271,Palivizumab,ProteinDrug
9606.ENSP00000363773,Palivizumab,ProteinDrug
9606.ENSP00000313967,Palivizumab,ProteinDrug
9606.ENSP00000363770,Palivizumab,ProteinDrug
9606.ENSP00000356946,Palivizumab,ProteinDrug
9606.ENSP00000358165,Palivizumab,ProteinDrug
9606.ENSP00000351497,Palivizumab,ProteinDrug
9606.ENSP00000369293,Daclizumab,ProteinDrug
9606.ENSP00000216223,Daclizumab,ProteinDrug
9606.ENSP00000433642,Daclizumab,ProteinDrug
9606.ENSP00000444271,Daclizumab,ProteinDrug
9606.ENSP00000363773,Daclizumab,ProteinDrug
9606.ENSP00000313967,Daclizumab,ProteinDrug
9606.ENSP00000363770,Daclizumab,ProteinDrug
9606.ENSP00000356946,Daclizumab,ProteinDrug
9606.ENSP00000358165,Daclizumab,ProteinDrug
9606.ENSP00000271450,Daclizumab,ProteinDrug
9606.ENSP00000351497,Daclizumab,ProteinDrug
9606.ENSP00000363773,Bevacizumab,ProteinDrug
9606.ENSP00000313967,Bevacizumab,ProteinDrug
9606.ENSP00000363770,Bevacizumab,ProteinDrug
9606.ENSP00000356946,Bevacizumab,ProteinDrug
9606.ENSP00000358165,Bevacizumab,ProteinDrug
9606.ENSP00000271450,Bevacizumab,ProteinDrug
9606.ENSP00000351497,Bevacizumab,ProteinDrug
9606.ENSP00000161559,Technetium Tc-99m arcitumomab,ProteinDrug
9606.ENSP00000379845,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000308541,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000231420,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000350928,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000264170,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000318868,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000363205,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000359539,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000357838,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000234111,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000423190,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000493302,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000362298,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000348234,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000399415,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000216392,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000216484,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000267085,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000267845,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000362540,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000257549,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000378408,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000365773,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000378416,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000302620,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000262554,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000359976,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000443459,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000322991,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000245206,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000216962,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000164139,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000403644,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000365437,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000333667,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000497236,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000345282,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000261326,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000339435,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000371535,Pyridoxal phosphate,ProteinDrug
9606.ENSP00000355536,Cyanocobalamin,ProteinDrug
9606.ENSP00000274813,Cyanocobalamin,ProteinDrug
9606.ENSP00000402510,Cyanocobalamin,ProteinDrug
9606.ENSP00000497008,Cyanocobalamin,ProteinDrug
9606.ENSP00000383840,Cyanocobalamin,ProteinDrug
9606.ENSP00000365770,Cyanocobalamin,ProteinDrug
9606.ENSP00000498336,Tetrahydrofolic acid,ProteinDrug
9606.ENSP00000377617,Tetrahydrofolic acid,ProteinDrug
9606.ENSP00000273588,Tetrahydrofolic acid,ProteinDrug
9606.ENSP00000273450,Tetrahydrofolic acid,ProteinDrug
9606.ENSP00000355536,Tetrahydrofolic acid,ProteinDrug
9606.ENSP00000380856,Tetrahydrofolic acid,ProteinDrug
9606.ENSP00000236959,Tetrahydrofolic acid,ProteinDrug
9606.ENSP00000318868,Tetrahydrofolic acid,ProteinDrug
9606.ENSP00000333667,Tetrahydrofolic acid,ProteinDrug
9606.ENSP00000365770,Tetrahydrofolic acid,ProteinDrug
9606.ENSP00000267845,Histidine,ProteinDrug
9606.ENSP00000425634,Histidine,ProteinDrug
9606.ENSP00000261208,Histidine,ProteinDrug
9606.ENSP00000354511,Ademetionine,ProteinDrug
9606.ENSP00000361894,Ademetionine,ProteinDrug
9606.ENSP00000303147,Ademetionine,ProteinDrug
9606.ENSP00000361287,Ademetionine,ProteinDrug
9606.ENSP00000379845,Pyruvic acid,ProteinDrug
9606.ENSP00000463978,Pyruvic acid,ProteinDrug
9606.ENSP00000465734,Pyruvic acid,ProteinDrug
9606.ENSP00000231420,Pyruvic acid,ProteinDrug
9606.ENSP00000339933,Pyruvic acid,ProteinDrug
9606.ENSP00000307241,Pyruvic acid,ProteinDrug
9606.ENSP00000320171,Pyruvic acid,ProteinDrug
9606.ENSP00000441065,Pyruvic acid,ProteinDrug
9606.ENSP00000498994,Pyruvic acid,ProteinDrug
9606.ENSP00000370571,Phenylalanine,ProteinDrug
9606.ENSP00000348234,Phenylalanine,ProteinDrug
9606.ENSP00000320378,Phenylalanine,ProteinDrug
9606.ENSP00000448059,Phenylalanine,ProteinDrug
9606.ENSP00000316335,Phenylalanine,ProteinDrug
9606.ENSP00000419027,Biotin,ProteinDrug
9606.ENSP00000341044,Biotin,ProteinDrug
9606.ENSP00000265594,Biotin,ProteinDrug
9606.ENSP00000498994,Biotin,ProteinDrug
9606.ENSP00000483300,Biotin,ProteinDrug
9606.ENSP00000385026,Choline,ProteinDrug
9606.ENSP00000407546,Choline,ProteinDrug
9606.ENSP00000368439,Choline,ProteinDrug
9606.ENSP00000303211,Choline,ProteinDrug
9606.ENSP00000292823,Choline,ProteinDrug
9606.ENSP00000263088,Choline,ProteinDrug
9606.ENSP00000264381,Choline,ProteinDrug
9606.ENSP00000342793,Choline,ProteinDrug
9606.ENSP00000370128,Lysine,ProteinDrug
9606.ENSP00000325448,Lysine,ProteinDrug
9606.ENSP00000362540,Arginine,ProteinDrug
9606.ENSP00000307188,Arginine,ProteinDrug
9606.ENSP00000327251,Arginine,ProteinDrug
9606.ENSP00000370128,Arginine,ProteinDrug
9606.ENSP00000261783,Arginine,ProteinDrug
9606.ENSP00000361471,Arginine,ProteinDrug
9606.ENSP00000297494,Arginine,ProteinDrug
9606.ENSP00000282903,Ascorbic acid,ProteinDrug
9606.ENSP00000263038,Ascorbic acid,ProteinDrug
9606.ENSP00000223127,Ascorbic acid,ProteinDrug
9606.ENSP00000376776,Ascorbic acid,ProteinDrug
9606.ENSP00000236040,Ascorbic acid,ProteinDrug
9606.ENSP00000478600,Ascorbic acid,ProteinDrug
9606.ENSP00000263556,Ascorbic acid,ProteinDrug
9606.ENSP00000196061,Ascorbic acid,ProteinDrug
9606.ENSP00000355601,Ascorbic acid,ProteinDrug
9606.ENSP00000469686,Ascorbic acid,ProteinDrug
9606.ENSP00000250457,Ascorbic acid,ProteinDrug
9606.ENSP00000385746,Spermine,ProteinDrug
9606.ENSP00000360608,Spermine,ProteinDrug
9606.ENSP00000367608,Spermine,ProteinDrug
9606.ENSP00000332549,Spermine,ProteinDrug
9606.ENSP00000234111,Spermine,ProteinDrug
9606.ENSP00000420194,Spermine,ProteinDrug
9606.ENSP00000358301,Spermine,ProteinDrug
9606.ENSP00000305372,Spermine,ProteinDrug
9606.ENSP00000332549,Aspartic acid,ProteinDrug
9606.ENSP00000477455,Aspartic acid,ProteinDrug
9606.ENSP00000360608,Aspartic acid,ProteinDrug
9606.ENSP00000333019,Aspartic acid,ProteinDrug
9606.ENSP00000400101,Aspartic acid,ProteinDrug
9606.ENSP00000359539,Aspartic acid,ProteinDrug
9606.ENSP00000263080,Aspartic acid,ProteinDrug
9606.ENSP00000377845,Aspartic acid,ProteinDrug
9606.ENSP00000361471,Aspartic acid,ProteinDrug
9606.ENSP00000384296,Aspartic acid,ProteinDrug
9606.ENSP00000245206,Aspartic acid,ProteinDrug
9606.ENSP00000388658,Aspartic acid,ProteinDrug
9606.ENSP00000368767,Aspartic acid,ProteinDrug
9606.ENSP00000262352,Aspartic acid,ProteinDrug
9606.ENSP00000400057,Aspartic acid,ProteinDrug
9606.ENSP00000381057,Aspartic acid,ProteinDrug
9606.ENSP00000261267,Aspartic acid,ProteinDrug
9606.ENSP00000357838,Ornithine,ProteinDrug
9606.ENSP00000039007,Ornithine,ProteinDrug
9606.ENSP00000349446,Ornithine,ProteinDrug
9606.ENSP00000370128,Ornithine,ProteinDrug
9606.ENSP00000261783,Ornithine,ProteinDrug
9606.ENSP00000342267,Ornithine,ProteinDrug
9606.ENSP00000379895,Ornithine,ProteinDrug
9606.ENSP00000264220,L-Glutamine,ProteinDrug
9606.ENSP00000307900,L-Glutamine,ProteinDrug
9606.ENSP00000346148,Adenosine phosphate,ProteinDrug
9606.ENSP00000360290,Adenosine phosphate,ProteinDrug
9606.ENSP00000441369,Adenosine phosphate,ProteinDrug
9606.ENSP00000254101,Adenosine phosphate,ProteinDrug
9606.ENSP00000323867,Adenosine phosphate,ProteinDrug
9606.ENSP00000287878,Adenosine phosphate,ProteinDrug
9606.ENSP00000397133,Adenosine phosphate,ProteinDrug
9606.ENSP00000443965,Adenosine phosphate,ProteinDrug
9606.ENSP00000253382,Adenosine phosphate,ProteinDrug
9606.ENSP00000297323,Adenosine phosphate,ProteinDrug
9606.ENSP00000422607,Adenosine phosphate,ProteinDrug
9606.ENSP00000387699,Adenosine phosphate,ProteinDrug
9606.ENSP00000342637,Adenosine phosphate,ProteinDrug
9606.ENSP00000216392,Adenosine phosphate,ProteinDrug
9606.ENSP00000345502,Adenosine phosphate,ProteinDrug
9606.ENSP00000408025,Adenosine phosphate,ProteinDrug
9606.ENSP00000246553,alpha-Linolenic acid,ProteinDrug
9606.ENSP00000356438,alpha-Linolenic acid,ProteinDrug
9606.ENSP00000322229,alpha-Linolenic acid,ProteinDrug
9606.ENSP00000278840,alpha-Linolenic acid,ProteinDrug
9606.ENSP00000459962,alpha-Linolenic acid,ProteinDrug
9606.ENSP00000385523,alpha-Linolenic acid,ProteinDrug
9606.ENSP00000447149,alpha-Linolenic acid,ProteinDrug
9606.ENSP00000310928,alpha-Linolenic acid,ProteinDrug
9606.ENSP00000287820,alpha-Linolenic acid,ProteinDrug
9606.ENSP00000419692,alpha-Linolenic acid,ProteinDrug
9606.ENSP00000384763,alpha-Linolenic acid,ProteinDrug
9606.ENSP00000257549,Serine,ProteinDrug
9606.ENSP00000339435,Serine,ProteinDrug
9606.ENSP00000216484,Serine,ProteinDrug
9606.ENSP00000262554,Serine,ProteinDrug
9606.ENSP00000302620,Serine,ProteinDrug
9606.ENSP00000402510,Methionine,ProteinDrug
9606.ENSP00000355536,Methionine,ProteinDrug
9606.ENSP00000325312,Methionine,ProteinDrug
9606.ENSP00000274353,Methionine,ProteinDrug
9606.ENSP00000255192,Methionine,ProteinDrug
9606.ENSP00000370571,Tyrosine,ProteinDrug
9606.ENSP00000362576,Tyrosine,ProteinDrug
9606.ENSP00000348234,Tyrosine,ProteinDrug
9606.ENSP00000283921,Calcitriol,ProteinDrug
9606.ENSP00000280612,Cystine,ProteinDrug
9606.ENSP00000314649,Succinic acid,ProteinDrug
9606.ENSP00000365926,Riboflavin,ProteinDrug
9606.ENSP00000263368,Riboflavin,ProteinDrug
9606.ENSP00000369055,N-Acetylglucosamine,ProteinDrug
9606.ENSP00000477639,N-Acetylglucosamine,ProteinDrug
9606.ENSP00000225927,N-Acetylglucosamine,ProteinDrug
9606.ENSP00000282753,Glutamic acid,ProteinDrug
9606.ENSP00000440556,Glutamic acid,ProteinDrug
9606.ENSP00000435648,Glutamic acid,ProteinDrug
9606.ENSP00000301218,Glutamic acid,ProteinDrug
9606.ENSP00000350348,Glutamic acid,ProteinDrug
9606.ENSP00000351142,Glutamic acid,ProteinDrug
9606.ENSP00000322991,Glutamic acid,ProteinDrug
9606.ENSP00000263269,Glutamic acid,ProteinDrug
9606.ENSP00000317379,Glutamic acid,ProteinDrug
9606.ENSP00000245206,Glutamic acid,ProteinDrug
9606.ENSP00000355890,Glutamic acid,ProteinDrug
9606.ENSP00000377845,Glutamic acid,ProteinDrug
9606.ENSP00000307900,Glutamic acid,ProteinDrug
9606.ENSP00000359539,Glutamic acid,ProteinDrug
9606.ENSP00000348234,Glutamic acid,ProteinDrug
9606.ENSP00000378408,Glutamic acid,ProteinDrug
9606.ENSP00000233838,Glutamic acid,ProteinDrug
9606.ENSP00000265113,Glutamic acid,ProteinDrug
9606.ENSP00000278379,Glutamic acid,ProteinDrug
9606.ENSP00000262352,Glutamic acid,ProteinDrug
9606.ENSP00000497574,Glutamic acid,ProteinDrug
9606.ENSP00000443459,Glutamic acid,ProteinDrug
9606.ENSP00000379845,Glutamic acid,ProteinDrug
9606.ENSP00000360608,Glutamic acid,ProteinDrug
9606.ENSP00000362344,Glutamic acid,ProteinDrug
9606.ENSP00000265162,Glutamic acid,ProteinDrug
9606.ENSP00000332549,Glutamic acid,ProteinDrug
9606.ENSP00000477455,Glutamic acid,ProteinDrug
9606.ENSP00000293190,Glutamic acid,ProteinDrug
9606.ENSP00000293404,Glutamic acid,ProteinDrug
9606.ENSP00000423190,Glutamic acid,ProteinDrug
9606.ENSP00000355155,Glutamic acid,ProteinDrug
